full_name,fighter_id,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url,weight_class,total_fights,win_rate
Hector Sandoval,853,Kid Alex,157.48000000000002,125.0,162.56,Orthodox,1986-07-19,14,4,0,,http://ufcstats.com/fighter-details/449c890bd90f3374,Flyweight,18,0.7777777777777778
Martin Sano,849,Spartan,180.34,170.0,190.5,Orthodox,1991-05-30,4,3,1,,http://ufcstats.com/fighter-details/16a64f93f6678b7b,Welterweight,8,0.5
Duda Santana,847,Cowboyzinha,170.18,145.0,185.42,Orthodox,1996-01-10,3,1,0,,http://ufcstats.com/fighter-details/d6ead04919a894b1,Featherweight,4,0.75
Shaheen Santana,846,Shazam,185.42,155.0,190.5,Orthodox,1991-06-04,6,1,0,,http://ufcstats.com/fighter-details/19809d475ed832d5,Lightweight,7,0.8571428571428571
Jorge Santiago,844,The Sandman,185.42,170.0,190.5,Orthodox,1980-10-09,25,12,0,,http://ufcstats.com/fighter-details/f8dc544e7077d014,Welterweight,37,0.6756756756756757
Richie Santiago,841,The Milford Mauler,170.18,135.0,170.18,Southpaw,1992-10-10,7,2,0,,http://ufcstats.com/fighter-details/9f95d6b5b459cc6b,Bantamweight,9,0.7777777777777778
Evangelista Santos,836,Cyborg,177.8,170.0,193.04,Orthodox,1977-12-12,21,18,0,,http://ufcstats.com/fighter-details/99bf06f20491cb54,Welterweight,39,0.5384615384615384
Thiago Santos,832,Marreta,187.96,205.0,193.04,Orthodox,1984-01-07,22,11,0,,http://ufcstats.com/fighter-details/dea070ed4a2a8281,Light Heavyweight,33,0.6666666666666666
Edivan Santos,825,Pe De Sapo,193.04,248.0,198.12,Orthodox,1992-05-03,12,3,1,1.0,http://ufcstats.com/fighter-details/78719f6663ad9160,Heavyweight,16,0.75
Daniel Santos,824,Willycat,170.18,135.0,170.18,Orthodox,1995-03-12,12,2,0,,http://ufcstats.com/fighter-details/b67d6bacc68d4c92,Bantamweight,14,0.8571428571428571
Gabriel Santos,823,Mosquitinho,175.26,145.0,177.8,Orthodox,1996-11-28,10,2,0,,http://ufcstats.com/fighter-details/f2f140ce7532e327,Featherweight,12,0.8333333333333334
Yuta Sasaki,812,Ulka,177.8,125.0,180.34,Southpaw,1989-10-07,21,6,2,,http://ufcstats.com/fighter-details/7c3c48cf54a2848e,Flyweight,29,0.7241379310344828
Keisuke Sasu,810,Sasuke,165.1,145.0,175.26,Switch,1994-09-30,11,3,1,,http://ufcstats.com/fighter-details/b7bcf6dfbbb7c16c,Featherweight,15,0.7333333333333333
Takashi Sato,807,Ten,177.8,170.0,185.42,Southpaw,1990-06-09,16,7,0,,http://ufcstats.com/fighter-details/8abac218746e04ca,Welterweight,23,0.6956521739130435
Ben Saunders,803,Killa B,187.96,170.0,195.58,Orthodox,1983-04-13,22,13,2,,http://ufcstats.com/fighter-details/484acc7b0f856ce9,Welterweight,37,0.5945945945945946
Eric Schafer,796,Red,190.5,185.0,193.04,Orthodox,1977-09-20,14,8,2,,http://ufcstats.com/fighter-details/f59f1d3a2ff13edd,Middleweight,24,0.5833333333333334
Brendan Schaub,793,Big Brown,193.04,245.0,198.12,Orthodox,1983-03-18,10,5,0,,http://ufcstats.com/fighter-details/89a407032911e27e,Heavyweight,15,0.6666666666666666
Matheus Scheffel,792,Buffa,187.96,205.0,190.5,Orthodox,1992-11-04,14,7,0,,http://ufcstats.com/fighter-details/a296ad1d238d97df,Light Heavyweight,21,0.6666666666666666
Matt Schnell,782,Danger,172.72,125.0,177.8,Orthodox,1990-01-15,16,7,0,1.0,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e,Flyweight,23,0.6956521739130435
Brad Scott,772,Bear,185.42,170.0,193.04,Orthodox,1989-06-24,11,6,0,,http://ufcstats.com/fighter-details/34e552520a934063,Welterweight,17,0.6470588235294118
Neil Seery,767,2Tap,162.56,125.0,162.56,Orthodox,1979-08-30,16,13,0,,http://ufcstats.com/fighter-details/49a74b9fb2e45fdf,Flyweight,29,0.5517241379310345
Pete Sell,761,Drago,180.34,170.0,190.5,Orthodox,1982-08-05,10,7,0,,http://ufcstats.com/fighter-details/0359313549d230a1,Welterweight,17,0.5882352941176471
Matthew Semelsberger,760,Semi The Jedi,185.42,170.0,190.5,Switch,1992-11-23,11,6,0,,http://ufcstats.com/fighter-details/4aa58269d0664b5b,Welterweight,17,0.6470588235294118
Mackens Semerzier,758,Da Menace,175.26,145.0,182.88,Orthodox,1980-11-03,8,4,0,1.0,http://ufcstats.com/fighter-details/51b1e2fd9872005b,Featherweight,12,0.6666666666666666
Alex Serdyukov,752,The Russian Crusher,187.96,170.0,187.96,Orthodox,1980-05-24,8,5,0,,http://ufcstats.com/fighter-details/253d3f9e97ca149a,Welterweight,13,0.6153846153846154
Matt Serra,750,The Terra,167.64,170.0,172.72,Orthodox,1974-06-02,11,7,0,,http://ufcstats.com/fighter-details/86dfed7cc24a9fa7,Welterweight,18,0.6111111111111112
Fredy Serrano,747,El Profe,160.02,125.0,165.1,Orthodox,1979-09-22,3,2,0,,http://ufcstats.com/fighter-details/0ccab7c889ede9ea,Flyweight,5,0.6
Edmen Shahbazyan,742,The Golden Boy,187.96,185.0,190.5,Orthodox,1997-11-20,12,4,0,,http://ufcstats.com/fighter-details/4144798612ef96e5,Middleweight,16,0.75
Don Shainis,740,Shameless,167.64,145.0,170.18,Orthodox,1990-09-16,12,5,0,,http://ufcstats.com/fighter-details/da4628f173337902,Featherweight,17,0.7058823529411765
Kamal Shalorus,738,Prince of Persia,172.72,155.0,172.72,Orthodox,1972-08-27,9,5,2,,http://ufcstats.com/fighter-details/ece280745f8727b8,Lightweight,16,0.5625
Ken Shamrock,737,The World's Most Dangerous Man,185.42,205.0,182.88,Orthodox,1964-02-11,28,17,2,,http://ufcstats.com/fighter-details/63b65af1c5cb02cb,Light Heavyweight,47,0.5957446808510638
Shang Zhifa,735,Northeast Flying Tiger,170.18,125.0,160.02,Orthodox,1986-03-15,32,8,0,,http://ufcstats.com/fighter-details/5a7350645bc9bd6e,Flyweight,40,0.8
Eric Shelton,733,Showtime,167.64,125.0,172.72,Orthodox,1991-02-02,12,6,0,,http://ufcstats.com/fighter-details/a0c64f272b65d441,Flyweight,18,0.6666666666666666
Sean Sherk,732,The Muscle Shark,167.64,155.0,170.18,Orthodox,1973-08-05,36,4,1,,http://ufcstats.com/fighter-details/029880cdbf5ca089,Lightweight,41,0.8780487804878049
Chase Sherman,731,The Vanilla Gorilla,193.04,250.0,198.12,Orthodox,1989-11-16,16,12,0,,http://ufcstats.com/fighter-details/01b352b6a9074d5c,Heavyweight,28,0.5714285714285714
Valentina Shevchenko,730,Bullet,165.1,125.0,167.64,Southpaw,1988-03-07,23,4,1,,http://ufcstats.com/fighter-details/132deb59abae64b1,Flyweight,28,0.8214285714285714
Antonina Shevchenko,729,La Pantera,172.72,125.0,170.18,Southpaw,1984-11-20,10,4,0,,http://ufcstats.com/fighter-details/d7338bcb141abd2c,Flyweight,14,0.7142857142857143
Liudvik Sholinian,716,Palmeyros,177.8,135.0,180.34,Orthodox,1990-01-20,9,4,1,,http://ufcstats.com/fighter-details/1a54231796e24a3f,Bantamweight,14,0.6428571428571429
Jack Shore,715,Tank,172.72,135.0,180.34,Orthodox,1995-02-06,17,1,0,,http://ufcstats.com/fighter-details/b8a85389d115e35a,Bantamweight,18,0.9444444444444444
Ivan Shtyrkov,713,Ural Hulk,182.88,205.0,187.96,Orthodox,1988-06-09,15,0,1,,http://ufcstats.com/fighter-details/1f4b1d7d12601c5f,Light Heavyweight,16,0.9375
Ronal Siahaan,711,Naga Sakti,170.18,125.0,180.34,Southpaw,1996-05-05,7,1,0,,http://ufcstats.com/fighter-details/762226efa2b01654,Flyweight,8,0.875
Steven Siler,707,Super,180.34,145.0,177.8,Orthodox,1987-02-15,29,16,0,,http://ufcstats.com/fighter-details/d188a3b817860ec6,Featherweight,45,0.6444444444444445
Anderson Silva,703,The Spider,187.96,185.0,195.58,Southpaw,1975-04-14,34,11,0,1.0,http://ufcstats.com/fighter-details/1f454354805b6f75,Middleweight,45,0.7555555555555555
Wanderlei Silva,702,The Axe Murderer,180.34,205.0,187.96,Orthodox,1976-07-03,35,13,1,1.0,http://ufcstats.com/fighter-details/a1f6999fe57236e0,Light Heavyweight,49,0.7142857142857143
Antonio Silva,695,Bigfoot,193.04,264.0,208.28,Orthodox,1979-09-14,19,12,1,,http://ufcstats.com/fighter-details/8349d55cdecd393a,Heavyweight,32,0.59375
Leandro Silva,692,Buscape,175.26,155.0,182.88,Orthodox,1985-11-11,20,6,1,1.0,http://ufcstats.com/fighter-details/159da492e000afbf,Lightweight,27,0.7407407407407407
Claudio Silva,691,Hannibal,180.34,170.0,180.34,Southpaw,1982-09-06,14,4,0,,http://ufcstats.com/fighter-details/6f7c616b98e18c29,Welterweight,18,0.7777777777777778
Joaquim Silva,688,Netto BJJ,172.72,155.0,175.26,Southpaw,1989-02-05,12,5,0,,http://ufcstats.com/fighter-details/ae7fe94f117f98cf,Lightweight,17,0.7058823529411765
Bruno Silva,685,Bulldog,162.56,125.0,165.1,Orthodox,1990-03-16,13,5,2,1.0,http://ufcstats.com/fighter-details/294aa73dbf37d281,Flyweight,20,0.65
Bruno Silva,684,Blindado,182.88,185.0,187.96,Orthodox,1989-07-13,23,9,0,,http://ufcstats.com/fighter-details/12ebd7d157e91701,Middleweight,32,0.71875
Jacob Silva,682,Lil Animal,165.1,125.0,170.18,Orthodox,1988-02-23,6,4,0,,http://ufcstats.com/fighter-details/f6f2ea21a67be3a7,Flyweight,10,0.6
Jansey Silva,680,Jones,187.96,185.0,170.18,Orthodox,1995-05-30,7,2,0,,http://ufcstats.com/fighter-details/0d09efd31eb9fadf,Middleweight,9,0.7777777777777778
Maria Silva,679,Viuva Negra,160.02,115.0,162.56,Orthodox,1995-12-19,8,1,0,,http://ufcstats.com/fighter-details/4408865b4e65e374,Flyweight,9,0.8888888888888888
Karine Silva,678,Killer,165.1,125.0,170.18,Orthodox,1993-12-02,17,4,0,,http://ufcstats.com/fighter-details/9d62c2d8ee151f08,Flyweight,21,0.8095238095238095
Erik Silva,677,The King,175.26,145.0,180.34,Orthodox,1987-03-16,9,2,0,,http://ufcstats.com/fighter-details/21b813b919776d90,Featherweight,11,0.8181818181818182
Janaina Silva,676,Jana-Iron-Hand,154.94,115.0,152.4,Orthodox,1992-02-16,5,1,0,,http://ufcstats.com/fighter-details/4784a5b4a452464a,Flyweight,6,0.8333333333333334
Jean Silva,674,Lord Assassin,170.18,145.0,175.26,Orthodox,1996-12-13,11,2,0,,http://ufcstats.com/fighter-details/52ef95b5860fb28c,Featherweight,13,0.8461538461538461
Danny Silva,673,El Puma,180.34,145.0,177.8,Switch,1997-01-30,8,1,0,,http://ufcstats.com/fighter-details/d964a59c48381cb6,Featherweight,9,0.8888888888888888
Douglas Silva de Andrade,672,D Silva,170.18,135.0,172.72,Orthodox,1985-06-22,29,5,0,1.0,http://ufcstats.com/fighter-details/3a314d9fa7c6825d,Bantamweight,34,0.8529411764705882
Elias Silverio,669,Xuxu,180.34,155.0,185.42,Orthodox,1986-09-22,13,3,0,,http://ufcstats.com/fighter-details/52ba464d9068d871,Lightweight,16,0.8125
Sim Kai Xiong,668,Kobra,165.1,125.0,167.64,Orthodox,1997-09-06,5,1,0,,http://ufcstats.com/fighter-details/79e2cb1e813f881b,Flyweight,6,0.8333333333333334
Jamey Simmons,667,The Afro Samurai,167.64,135.0,177.8,Orthodox,1992-09-11,7,4,0,,http://ufcstats.com/fighter-details/f0fad0e9f3b65752,Bantamweight,11,0.6363636363636364
Aaron Simpson,665,A-Train,182.88,170.0,185.42,Orthodox,1974-07-20,12,5,0,,http://ufcstats.com/fighter-details/d5f820c11a121050,Welterweight,17,0.7058823529411765
Everett Sims,661,Sexual Chocolate,195.58,260.0,195.58,Southpaw,1988-09-04,4,1,0,,http://ufcstats.com/fighter-details/59c6d5af765df641,Heavyweight,5,0.8
Rory Singer,658,Outburst,187.96,185.0,195.58,Orthodox,1976-05-28,11,9,0,,http://ufcstats.com/fighter-details/546015aa2ad945fd,Middleweight,20,0.55
Rana Rudra Pratap Singh,657,Ashwathama,177.8,135.0,175.26,Orthodox,1997-05-09,11,2,0,,http://ufcstats.com/fighter-details/254ed71756cfd18c,Bantamweight,13,0.8461538461538461
Elvis Sinosic,656,The King of Rock n' Rumble,190.5,205.0,195.58,Orthodox,1971-02-13,7,11,2,,http://ufcstats.com/fighter-details/817e0bdf08efce2e,Light Heavyweight,20,0.35
Gian Siqueira,654,Pitbull,185.42,170.0,187.96,Orthodox,1994-06-23,19,5,0,,http://ufcstats.com/fighter-details/a46fdda658fee832,Welterweight,24,0.7916666666666666
Jeremia Siregar,653,The Teacher,157.48000000000002,125.0,160.02,Orthodox,1991-07-27,6,3,0,,http://ufcstats.com/fighter-details/a7ac3b1b0c4146db,Flyweight,9,0.6666666666666666
Chas Skelly,648,The Scrapper,180.34,145.0,182.88,Orthodox,1985-05-11,19,3,0,1.0,http://ufcstats.com/fighter-details/4bd6b4800070b069,Featherweight,22,0.8636363636363636
Scott Smith,639,Hands of Steel,182.88,185.0,177.8,Orthodox,1979-05-21,18,11,0,1.0,http://ufcstats.com/fighter-details/3410cf010558dc8b,Middleweight,29,0.6206896551724138
Trevor Smith,633,Hot Sauce,190.5,185.0,190.5,Orthodox,1981-01-05,15,10,0,,http://ufcstats.com/fighter-details/f797f0c57a83353e,Middleweight,25,0.6
Anthony Smith,632,Lionheart,193.04,205.0,193.04,Orthodox,1988-07-26,37,18,0,,http://ufcstats.com/fighter-details/d4c9dcd330403612,Light Heavyweight,55,0.6727272727272727
Leslie Smith,629,The Peacemaker,175.26,135.0,167.64,Orthodox,1982-08-17,10,7,1,,http://ufcstats.com/fighter-details/76984112f697631f,Bantamweight,18,0.5555555555555556
Devonte Smith,628,King Kage,175.26,155.0,193.04,Orthodox,1993-07-30,11,4,0,,http://ufcstats.com/fighter-details/207773daeb4afa7b,Lightweight,15,0.7333333333333333
Cole Smith,627,The Cole Train,180.34,135.0,170.18,Orthodox,1989-04-05,7,2,0,,http://ufcstats.com/fighter-details/56709e66f1c6008f,Bantamweight,9,0.7777777777777778
Nate Smith,626,The Savage,167.64,125.0,175.26,Switch,1995-04-09,6,1,0,,http://ufcstats.com/fighter-details/0bbb69f69c9a2eea,Flyweight,7,0.8571428571428571
Braxton Smith,625,The Beautiful Monster,180.34,257.0,182.88,Orthodox,1990-01-01,5,2,0,,http://ufcstats.com/fighter-details/eaa9402e5a7990ad,Heavyweight,7,0.7142857142857143
Dmitrii Smoliakov,622,The Lifeguard,187.96,253.0,187.96,Switch,1982-08-05,9,3,0,,http://ufcstats.com/fighter-details/75afb06215a07341,Heavyweight,12,0.75
Louis Smolka,621,Da Last Samurai,175.26,135.0,172.72,Orthodox,1991-07-16,17,9,0,,http://ufcstats.com/fighter-details/d2bc285ead803db0,Bantamweight,26,0.6538461538461539
Cameron Smotherman,620,The Baby-Faced Killa,175.26,135.0,175.26,Orthodox,1997-09-17,8,4,0,,http://ufcstats.com/fighter-details/5c84f673b7bb7c15,Bantamweight,12,0.6666666666666666
Shimon Smotritsky,619,The Assassin,187.96,170.0,187.96,Orthodox,2000-08-22,8,2,0,,http://ufcstats.com/fighter-details/1b0491ef0f9c965e,Welterweight,10,0.8
Renato Sobral,614,Babalu,185.42,205.0,190.5,Orthodox,1975-09-07,37,11,0,,http://ufcstats.com/fighter-details/d468288756ae3982,Light Heavyweight,48,0.7708333333333334
Rameau Thierry Sokoudjou,613,The African Assassin,177.8,205.0,198.12,Orthodox,1984-04-18,18,18,0,,http://ufcstats.com/fighter-details/d1152823307d7e7c,Light Heavyweight,36,0.5
Song Kenan,607,The Assassin,182.88,170.0,180.34,Orthodox,1990-03-10,20,7,0,,http://ufcstats.com/fighter-details/32490e80ddab1e5a,Welterweight,27,0.7407407407407407
Song Yadong,606,Kung Fu Kid,172.72,135.0,170.18,Orthodox,1997-12-02,20,7,1,1.0,http://ufcstats.com/fighter-details/efb96bf3e9ada36f,Bantamweight,28,0.7142857142857143
Emrah Sonmez,605,Anatolian Wolf,177.8,145.0,180.34,Orthodox,1992-06-26,14,5,0,,http://ufcstats.com/fighter-details/fe759b24e344d7eb,Featherweight,19,0.7368421052631579
Punahele Soriano,599,Puna,180.34,185.0,182.88,Southpaw,1992-11-22,9,3,0,,http://ufcstats.com/fighter-details/64facb6cc564262d,Middleweight,12,0.75
Dmitry Sosnovskiy,598,Wicked Machine,190.5,240.0,195.58,Orthodox,1989-07-06,11,0,0,,http://ufcstats.com/fighter-details/85ff1b9471d35238,Heavyweight,11,1.0
Ben Sosoli,597,Combat Wombat,182.88,265.0,182.88,Southpaw,1989-12-10,7,3,0,2.0,http://ufcstats.com/fighter-details/326f94d6cfb1bf25,Heavyweight,10,0.7
Krzysztof Soszynski,596,The Polish Experiment,185.42,205.0,195.58,Open Stance,1977-08-02,26,12,1,,http://ufcstats.com/fighter-details/59583ff832fe9d68,Light Heavyweight,39,0.6666666666666666
Joe Soto,592,One Bad Mofo,167.64,135.0,165.1,Orthodox,1987-03-22,18,7,0,,http://ufcstats.com/fighter-details/a4e85a58fbce64b2,Bantamweight,25,0.72
Andre Soukhamthath,590,The Asian Sensation,175.26,135.0,177.8,Orthodox,1988-10-23,13,8,0,,http://ufcstats.com/fighter-details/d0e50a3d1b250708,Bantamweight,21,0.6190476190476191
Mario Sousa,589,Coracao Valente,190.5,185.0,200.66,Orthodox,1996-10-20,15,3,0,,http://ufcstats.com/fighter-details/72782745eb47161a,Middleweight,18,0.8333333333333334
Edimilson Souza,586,Kevin,182.88,145.0,187.96,Orthodox,1984-10-17,15,5,0,,http://ufcstats.com/fighter-details/6c7020b859c7a3ce,Featherweight,20,0.75
Livinha Souza,585,The Brazilian Gangsta,160.02,115.0,160.02,Orthodox,1991-03-11,14,4,0,,http://ufcstats.com/fighter-details/dab8cfbb6b1db10a,Flyweight,18,0.7777777777777778
Bruno Souza,584,The Tiger,177.8,145.0,177.8,Orthodox,1996-03-07,10,3,0,,http://ufcstats.com/fighter-details/0e5c4e72237461bb,Featherweight,13,0.7692307692307693
Ketlen Souza,583,Esquentadinha,160.02,125.0,160.02,Orthodox,1994-08-18,13,4,0,,http://ufcstats.com/fighter-details/8bd4200561c77a62,Flyweight,17,0.7647058823529411
Ryan Spann,579,Superman,195.58,205.0,200.66,Orthodox,1991-08-24,21,9,0,,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80,Light Heavyweight,30,0.7
Sean Spencer,575,Black Magic,177.8,170.0,187.96,Orthodox,1987-06-25,12,6,0,,http://ufcstats.com/fighter-details/ab850a77a0fa487d,Welterweight,18,0.6666666666666666
Felicia Spencer,574,FeeNom,167.64,145.0,172.72,Orthodox,1990-11-29,9,3,0,,http://ufcstats.com/fighter-details/39d91e95949de3d9,Featherweight,12,0.75
Eric Spicely,570,Zebrinha,185.42,185.0,185.42,Orthodox,1986-09-29,12,6,0,,http://ufcstats.com/fighter-details/b9664eae2ac75262,Middleweight,18,0.6666666666666666
Serghei Spivac,567,Polar Bear,190.5,260.0,198.12,Orthodox,1995-01-24,16,4,0,,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c,Heavyweight,20,0.8
Daniel Spohn,566,Dragon,193.04,205.0,200.66,Southpaw,1984-10-12,15,6,0,,http://ufcstats.com/fighter-details/87f3bbf52e6c9dc9,Light Heavyweight,21,0.7142857142857143
Georges St-Pierre,563,Rush,180.34,185.0,193.04,Orthodox,1981-05-19,26,2,0,,http://ufcstats.com/fighter-details/6506c1d34da9c013,Middleweight,28,0.9285714285714286
Ron Stallings,560,The Choir Boy,187.96,170.0,190.5,Southpaw,1983-01-25,14,8,0,1.0,http://ufcstats.com/fighter-details/6dd758d34da8d254,Welterweight,22,0.6363636363636364
Cody Stamann,559,The Spartan,167.64,135.0,162.56,Orthodox,1989-11-09,21,6,1,,http://ufcstats.com/fighter-details/bf7ad5628363eec9,Bantamweight,28,0.75
Brian Stann,557,All American,185.42,205.0,187.96,Orthodox,1980-09-24,12,6,0,,http://ufcstats.com/fighter-details/579fcdfcabd23a7b,Light Heavyweight,18,0.6666666666666666
Josh Stansbury,556,The Sandman,187.96,205.0,187.96,Orthodox,1984-11-19,4,8,0,,http://ufcstats.com/fighter-details/30ea504870f8597b,Light Heavyweight,12,0.3333333333333333
Laureano Staropoli,551,Pepi,185.42,185.0,180.34,Orthodox,1993-02-27,9,5,0,,http://ufcstats.com/fighter-details/a12a8314adc1c1c9,Middleweight,14,0.6428571428571429
Damian Stasiak,550,Webster,165.1,135.0,177.8,Orthodox,1990-02-20,10,6,0,,http://ufcstats.com/fighter-details/42a7e90605df3c8a,Bantamweight,16,0.625
Dominique Steele,548,Non-Stop Action-Packed,177.8,170.0,187.96,Orthodox,1988-01-27,14,9,0,,http://ufcstats.com/fighter-details/68c11c27d4d56572,Welterweight,23,0.6086956521739131
Ricky Steele,547,The Karate Kid,175.26,135.0,187.96,Orthodox,1988-05-26,6,0,0,,http://ufcstats.com/fighter-details/09a6ed4ee97a5606,Bantamweight,6,1.0
Steve Steinbeiss,545,The Hooligan,190.5,185.0,190.5,Orthodox,1981-05-05,9,4,0,,http://ufcstats.com/fighter-details/0b5b6876c2a4723f,Middleweight,13,0.6923076923076923
Jeremy Stephens,542,Lil' Heathen,175.26,145.0,180.34,Orthodox,1986-05-25,28,19,0,1.0,http://ufcstats.com/fighter-details/18968f97ad34f15c,Featherweight,47,0.5957446808510638
Aljamain Sterling,541,Funk Master,170.18,135.0,180.34,Orthodox,1989-07-31,23,4,0,,http://ufcstats.com/fighter-details/cb696ebfb6598724,Bantamweight,27,0.8518518518518519
Joe Stevenson,539,Daddy,170.18,145.0,177.8,Orthodox,1982-06-15,33,16,0,,http://ufcstats.com/fighter-details/79899ecf62020f6d,Featherweight,49,0.673469387755102
Darren Stewart,536,The Dentist,182.88,205.0,187.96,Orthodox,1990-12-30,12,8,0,2.0,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f,Light Heavyweight,20,0.6
Kyle Stewart,535,Gunz Up,182.88,170.0,193.04,Orthodox,1989-01-31,11,3,0,,http://ufcstats.com/fighter-details/bb61823f76361297,Welterweight,14,0.7857142857142857
Lazar Stojadinovic,531,The Bronx Bomber,170.18,145.0,172.72,Southpaw,1989-03-22,12,5,0,,http://ufcstats.com/fighter-details/4d25497994da569c,Featherweight,17,0.7058823529411765
Niklas Stolze,527,Green Mask,185.42,155.0,187.96,Switch,1992-12-28,12,6,0,,http://ufcstats.com/fighter-details/62f7097c04311193,Lightweight,18,0.6666666666666666
Rick Story,523,The Horror,175.26,170.0,180.34,Southpaw,1984-08-28,19,9,0,,http://ufcstats.com/fighter-details/5b5307450405abf0,Welterweight,28,0.6785714285714286
Sam Stout,519,Hands of Stone,175.26,155.0,177.8,Orthodox,1984-04-23,20,12,1,,http://ufcstats.com/fighter-details/501b07aec9b8fc2d,Lightweight,33,0.6060606060606061
Jesse Strader,517,Sui Generis,170.18,135.0,177.8,Orthodox,1991-05-29,5,3,0,,http://ufcstats.com/fighter-details/8c39367b53eadf8a,Bantamweight,8,0.625
Mark Striegl,511,Mugen,172.72,145.0,177.8,Southpaw,1988-06-23,18,4,0,1.0,http://ufcstats.com/fighter-details/ef1182eb28c17d4e,Featherweight,22,0.8181818181818182
Stefan Struve,509,Skyscraper,210.82,265.0,213.36,Orthodox,1988-02-18,33,13,0,,http://ufcstats.com/fighter-details/ebc1f40e00e0c481,Heavyweight,46,0.717391304347826
George Sullivan,498,The Silencer,182.88,170.0,185.42,Orthodox,1981-03-13,17,7,0,1.0,http://ufcstats.com/fighter-details/6c7e25571490aa3b,Welterweight,24,0.7083333333333334
Rama Supandhi,492,Hellboy,165.1,125.0,167.64,Southpaw,1991-11-07,8,4,0,,http://ufcstats.com/fighter-details/6d537248fe7cccf1,Flyweight,12,0.6666666666666666
Mike Swick,483,Quick,185.42,170.0,195.58,Orthodox,1979-06-19,15,6,0,,http://ufcstats.com/fighter-details/9fe85152f351e737,Welterweight,21,0.7142857142857143
Kevin Syler,479,El Nino Bala,175.26,155.0,180.34,Switch,1993-07-29,10,1,0,,http://ufcstats.com/fighter-details/9094a881a7513de3,Lightweight,11,0.9090909090909091
Tim Sylvia,476,The Maine-iac,203.2,265.0,203.2,Orthodox,1976-03-05,31,10,0,1.0,http://ufcstats.com/fighter-details/2a542ee8a8b83559,Heavyweight,41,0.7560975609756098
Justin Tafa,471,Bad Man,182.88,264.0,187.96,Southpaw,1993-12-13,7,3,0,1.0,http://ufcstats.com/fighter-details/e13abac8089a801a,Heavyweight,10,0.7
Junior Tafa,470,The Juggernaut,190.5,240.0,190.5,Orthodox,1996-09-21,5,1,0,,http://ufcstats.com/fighter-details/c15fa95b9a12fde4,Heavyweight,6,0.8333333333333334
Khalid Taha,469,The Warrior,165.1,135.0,175.26,Orthodox,1992-02-15,13,5,0,1.0,http://ufcstats.com/fighter-details/b4537562f88ac582,Bantamweight,18,0.7222222222222222
Mairbek Taisumov,466,Beckan,175.26,155.0,185.42,Orthodox,1988-08-08,27,6,0,,http://ufcstats.com/fighter-details/8f5c8850b2484173,Lightweight,33,0.8181818181818182
Akitoshi Tamura,451,The Ironman,175.26,135.0,177.8,Orthodox,1980-05-31,21,18,2,,http://ufcstats.com/fighter-details/c95fbc085e17a532,Bantamweight,41,0.5121951219512195
Manny Tapia,444,The Mangler,165.1,135.0,170.18,Orthodox,1981-03-14,12,14,1,,http://ufcstats.com/fighter-details/0eec866a077889f0,Bantamweight,27,0.4444444444444444
Miesha Tate,442,Cupcake,167.64,135.0,165.1,Orthodox,1986-08-18,19,9,0,,http://ufcstats.com/fighter-details/b96619b3acd7d9da,Bantamweight,28,0.6785714285714286
Ramon Taveras,437,The Savage,172.72,135.0,177.8,Southpaw,1994-01-09,8,2,0,,http://ufcstats.com/fighter-details/c5ccd878231c5407,Bantamweight,10,0.8
Paul Taylor,436,Relentless,182.88,155.0,182.88,Orthodox,1979-12-15,11,6,1,1.0,http://ufcstats.com/fighter-details/9b74de674c355425,Lightweight,18,0.6111111111111112
Jesse Taylor,435,JT Money,182.88,170.0,185.42,Orthodox,1983-01-02,31,15,0,,http://ufcstats.com/fighter-details/dd992d569aaebee6,Welterweight,46,0.6739130434782609
Danielle Taylor,431,Dynamite,152.4,115.0,152.4,Orthodox,1989-10-25,9,4,0,,http://ufcstats.com/fighter-details/b76c6268dc1d3c05,Flyweight,13,0.6923076923076923
Taneisha Tennant,423,Triple Threat,170.18,145.0,177.8,Orthodox,1989-06-15,5,1,0,,http://ufcstats.com/fighter-details/87911d22a79d3203,Featherweight,6,0.8333333333333334
Daniel Teymur,416,Kid Dynamite,165.1,145.0,175.26,Orthodox,1988-02-03,7,4,0,,http://ufcstats.com/fighter-details/fbf0537e420e698e,Featherweight,11,0.6363636363636364
Brandon Thatch,413,Rukus,187.96,170.0,187.96,Switch,1985-07-11,11,5,0,,http://ufcstats.com/fighter-details/638cfec7ec559d6e,Welterweight,16,0.6875
Elias Theodorou,412,The Spartan,185.42,185.0,190.5,Orthodox,1988-05-31,16,3,0,,http://ufcstats.com/fighter-details/34f88592c0ab7a54,Middleweight,19,0.8421052631578947
Nick Thompson,404,The Goat,185.42,170.0,187.96,Orthodox,1981-06-23,38,14,1,,http://ufcstats.com/fighter-details/7d3caf0f96f1b33d,Welterweight,53,0.7169811320754716
Stephen Thompson,401,Wonderboy,182.88,170.0,190.5,Orthodox,1983-02-11,17,6,1,,http://ufcstats.com/fighter-details/4a28cb716c19157a,Welterweight,24,0.7083333333333334
